id,title,item_group_id,gtin,availability,description,condition,image_link,link,brand,price,sale_price,google_product_category,size,product_type,image2_link,link2,image3_link,link3,integer 1,Decimal
rdn-serum-foundation-33-r-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw60dfaf0f/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-33-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.3%20R&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 3.3 R,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw60dfaf0f/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-33-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.3%20R&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw60dfaf0f/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-33-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.3%20R&quantity=1,132,132.1
rdn-serum-foundation-33-y-30ml,Serum Foundation,100445,7.70E+11,out of stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw1ab9968a/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-33-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.3%20Y&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 3.3 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw1ab9968a/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-33-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.3%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw1ab9968a/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-33-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.3%20Y&quantity=1,133,133.1
rdn-serum-foundation-34-r-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7679d610/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-34-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.4%20R&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 3.4 R,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7679d610/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-34-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.4%20R&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7679d610/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-34-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.4%20R&quantity=1,134,134.1
rdn-serum-foundation-34-y-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw62a5851a/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-34-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.4%20Y&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 3.4 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw62a5851a/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-34-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.4%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw62a5851a/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-34-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=3.4%20Y&quantity=1,135,135.1
rdn-serum-foundation-40-r-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw3c30c998/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-40-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.0%20R&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 4.0 R,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw3c30c998/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-40-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.0%20R&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw3c30c998/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-40-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.0%20R&quantity=1,136,136.1
rdn-serum-foundation-40-y-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwea5f88a9/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-40-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.0%20Y&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 4.0 Y,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwea5f88a9/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-40-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.0%20Y&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwea5f88a9/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-40-y-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.0%20Y&quantity=1,137,137.1
rdn-serum-foundation-41-n-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw602a920f/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-41-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.1%20N&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 4.1 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw602a920f/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-41-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.1%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw602a920f/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-41-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.1%20N&quantity=1,138,138.1
rdn-serum-foundation-41-r-30ml,Serum Foundation,100445,7.70E+11,in stock,A light foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb962aab3/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-41-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.1%20R&quantity=1,The Ordinary,7.50 USD,7.50 USD,2915,30ml 4.1 R,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb962aab3/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-41-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.1%20R&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb962aab3/Images/products/The%20Ordinary/Colours/rdn-serum-foundation-41-r-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/serum-foundation-ss-100445.html?dwvar_100445_size=30ml&dwvar_100445_color=4.1%20R&quantity=1,139,139.1
rdn-squalane-cleanser-150ml,Squalane Cleanser,100446,7.70E+11,in stock,A moisturizing all-in-one cleanser,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc1a12990/Images/products/The%20Ordinary/rdn-squalane-cleanser-150ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/squalane-face-cleanser-100446.html?dwvar_100446_size=150ml&quantity=1,The Ordinary,19.90 USD,19.90 USD,2915,150ml,Facial Cleansers,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc1a12990/Images/products/The%20Ordinary/rdn-squalane-cleanser-150ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/squalane-face-cleanser-100446.html?dwvar_100446_size=150ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc1a12990/Images/products/The%20Ordinary/rdn-squalane-cleanser-150ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/squalane-face-cleanser-100446.html?dwvar_100446_size=150ml&quantity=1,140,140.1
rdn-squalane-cleanser-50ml,Squalane Cleanser,100446,7.70E+11,in stock,A moisturizing all-in-one cleanser,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwccecf2bb/Images/products/The%20Ordinary/rdn-squalane-cleanser-50ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/squalane-face-cleanser-100446.html?dwvar_100446_size=50ml&quantity=1,The Ordinary,9.00 USD,9.00 USD,2915,50ml,Facial Cleansers,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwccecf2bb/Images/products/The%20Ordinary/rdn-squalane-cleanser-50ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/squalane-face-cleanser-100446.html?dwvar_100446_size=50ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwccecf2bb/Images/products/The%20Ordinary/rdn-squalane-cleanser-50ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/squalane-face-cleanser-100446.html?dwvar_100446_size=50ml&quantity=1,141,141.1
rdn-the-balance-set,The Balance Set,100447,7.70E+11,in stock,A clarifying set for blemish-prone skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw076ef028/Images/products/The%20Ordinary/rdn-balance-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-balance-set-100447.html?dwvar_100447_size=1%20set&quantity=1,The Ordinary,27.80 USD,27.80 USD,2915,1 set,Sets,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw076ef028/Images/products/The%20Ordinary/rdn-balance-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-balance-set-100447.html?dwvar_100447_size=1%20set&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw076ef028/Images/products/The%20Ordinary/rdn-balance-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-balance-set-100447.html?dwvar_100447_size=1%20set&quantity=1,142,142.1
rdn-the-bright-set,The Bright Set,100448,7.70E+11,in stock,A comprehensive set for a more radiant complexion.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5457f50/Images/products/The%20Ordinary/rdn-the-bright-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-bright-set-100448.html?dwvar_100448_size=1%20set&quantity=1,The Ordinary,40.70 USD,40.70 USD,2915,1 set,Sets,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5457f50/Images/products/The%20Ordinary/rdn-the-bright-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-bright-set-100448.html?dwvar_100448_size=1%20set&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwb5457f50/Images/products/The%20Ordinary/rdn-the-bright-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-bright-set-100448.html?dwvar_100448_size=1%20set&quantity=1,143,143.1
rdn-the-daily-set,The Daily Set,100449,7.70E+11,in stock,The building blocks of a healthy skincare routine.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe4e3a798/Images/products/The%20Ordinary/rdn-the-daily-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-daily-set-100449.html?dwvar_100449_size=1%20set&quantity=1,The Ordinary,19.50 USD,19.50 USD,2915,1 set,Sets,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe4e3a798/Images/products/The%20Ordinary/rdn-the-daily-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-daily-set-100449.html?dwvar_100449_size=1%20set&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwe4e3a798/Images/products/The%20Ordinary/rdn-the-daily-set.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/the-daily-set-100449.html?dwvar_100449_size=1%20set&quantity=1,144,144.1
rdn-vitamin-c-suspension-23pct-ha-spheres-2pct-30ml,Vitamin C Suspension 23% + HA Spheres 2%,100451,7.70E+11,in stock,A Vitamin C brightening formula with HA spheres.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9bcd7d22/Images/products/The%20Ordinary/rdn-vitamin-c-suspension-23pct-ha-spheres-2pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/vitamin-c-suspension-23-ha-spheres-2-vitamin-c-100451.html?dwvar_100451_size=30ml&quantity=1,The Ordinary,7.80 USD,7.80 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9bcd7d22/Images/products/The%20Ordinary/rdn-vitamin-c-suspension-23pct-ha-spheres-2pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/vitamin-c-suspension-23-ha-spheres-2-vitamin-c-100451.html?dwvar_100451_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9bcd7d22/Images/products/The%20Ordinary/rdn-vitamin-c-suspension-23pct-ha-spheres-2pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/vitamin-c-suspension-23-ha-spheres-2-vitamin-c-100451.html?dwvar_100451_size=30ml&quantity=1,145,145.1
rdn-vitamin-c-suspension-30pct-in-silicone-30ml,Vitamin C Suspension 30% in Silicone,100452,7.70E+11,in stock,A powerful Vitamin C brightening formula with a cream-like feel.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw89500673/Images/products/The%20Ordinary/rdn-vitamin-c-suspension-30pct-in-silicone-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/vitamin-c-suspension-30-in-silicone-vitamin-c-100452.html?dwvar_100452_size=30ml&quantity=1,The Ordinary,8.30 USD,8.30 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw89500673/Images/products/The%20Ordinary/rdn-vitamin-c-suspension-30pct-in-silicone-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/vitamin-c-suspension-30-in-silicone-vitamin-c-100452.html?dwvar_100452_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw89500673/Images/products/The%20Ordinary/rdn-vitamin-c-suspension-30pct-in-silicone-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/vitamin-c-suspension-30-in-silicone-vitamin-c-100452.html?dwvar_100452_size=30ml&quantity=1,146,146.1
