id,title,item_group_id,gtin,availability,description,condition,image_link,link,brand,price,sale_price,google_product_category,size,product_type,image2_link,link2,image3_link,link3,integer 1,Decimal
rdn-aha-30pct-bha-2pct-peeling-solution-30ml,AHA 30% + BHA 2% Peeling Solution,100400,7.70E+11,in stock,An advanced-level exfoliating peel.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa98551aa/Images/products/The%20Ordinary/rdn-aha-30pct-bha-2pct-peeling-solution-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/aha-30-bha-2-peeling-solution-exfoliator-100400.html?dwvar_100400_size=30ml&quantity=1,The Ordinary,9.50 USD,9.50 USD,2915,30ml,Exfoliators,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa98551aa/Images/products/The%20Ordinary/rdn-aha-30pct-bha-2pct-peeling-solution-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/aha-30-bha-2-peeling-solution-exfoliator-100400.html?dwvar_100400_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa98551aa/Images/products/The%20Ordinary/rdn-aha-30pct-bha-2pct-peeling-solution-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/aha-30-bha-2-peeling-solution-exfoliator-100400.html?dwvar_100400_size=30ml&quantity=1,21,21.1
rdn-alpha-arbutin-2pct-ha-30ml,Alpha Arbutin 2% + HA,100401,7.70E+11,in stock,A brightening serum for uneven skin tone.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbd7fa053/Images/products/The%20Ordinary/rdn-alpha-arbutin-2pct-ha-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/alpha-arbutin-2-ha-serum-100401.html?dwvar_100401_size=30ml&quantity=1,The Ordinary,11.10 USD,11.10 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbd7fa053/Images/products/The%20Ordinary/rdn-alpha-arbutin-2pct-ha-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/alpha-arbutin-2-ha-serum-100401.html?dwvar_100401_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbd7fa053/Images/products/The%20Ordinary/rdn-alpha-arbutin-2pct-ha-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/alpha-arbutin-2-ha-serum-100401.html?dwvar_100401_size=30ml&quantity=1,22,22.1
rdn-alpha-arbutin-2pct-ha-60ml,Alpha Arbutin 2% + HA,100401,7.70E+11,in stock,A brightening serum for uneven skin tone.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw6e96b649/Images/products/The%20Ordinary/rdn-alpha-arbutin-2pct-ha-60ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/alpha-arbutin-2-ha-serum-100401.html?dwvar_100401_size=60ml&quantity=1,The Ordinary,19.50 USD,19.50 USD,2915,60ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw6e96b649/Images/products/The%20Ordinary/rdn-alpha-arbutin-2pct-ha-60ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/alpha-arbutin-2-ha-serum-100401.html?dwvar_100401_size=60ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw6e96b649/Images/products/The%20Ordinary/rdn-alpha-arbutin-2pct-ha-60ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/alpha-arbutin-2-ha-serum-100401.html?dwvar_100401_size=60ml&quantity=1,23,23.1
rdn-amino-acids-b5-30ml,Amino Acids + B5,100402,7.70E+11,in stock,A hydrating serum.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa1b43d76/Images/products/The%20Ordinary/rdn-amino-acids-b5-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/amino-acids-b5-serum-100402.html?dwvar_100402_size=30ml&quantity=1,The Ordinary,8.90 USD,8.90 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa1b43d76/Images/products/The%20Ordinary/rdn-amino-acids-b5-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/amino-acids-b5-serum-100402.html?dwvar_100402_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa1b43d76/Images/products/The%20Ordinary/rdn-amino-acids-b5-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/amino-acids-b5-serum-100402.html?dwvar_100402_size=30ml&quantity=1,24,24.1
rdn-argireline-solution-10pct-30ml,Argireline Solution 10%,100403,7.70E+11,in stock,A 'non-injective' solution for dynamic lines.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9ef29ca7/Images/products/The%20Ordinary/rdn-argireline-solution-10pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/argireline-solution-10-serum-100403.html?dwvar_100403_size=30ml&quantity=1,The Ordinary,9.40 USD,9.40 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9ef29ca7/Images/products/The%20Ordinary/rdn-argireline-solution-10pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/argireline-solution-10-serum-100403.html?dwvar_100403_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw9ef29ca7/Images/products/The%20Ordinary/rdn-argireline-solution-10pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/argireline-solution-10-serum-100403.html?dwvar_100403_size=30ml&quantity=1,25,25.1
rdn-ascorbic-acid-8pct-alpha-arbutin-2pct-30ml,Ascorbic Acid 8% + Alpha Arbutin 2%,100404,7.70E+11,out of stock,A brightening duo for uneven skin tone.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwba60cc08/Images/products/The%20Ordinary/rdn-100pct-AscorbicAcid8+AlphaArbutin2-Product-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbic-acid-8-alpha-arbutin-2-vitamin-c-100404.html?dwvar_100404_size=30ml&quantity=1,The Ordinary,12.20 USD,12.20 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwba60cc08/Images/products/The%20Ordinary/rdn-100pct-AscorbicAcid8+AlphaArbutin2-Product-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbic-acid-8-alpha-arbutin-2-vitamin-c-100404.html?dwvar_100404_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwba60cc08/Images/products/The%20Ordinary/rdn-100pct-AscorbicAcid8+AlphaArbutin2-Product-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbic-acid-8-alpha-arbutin-2-vitamin-c-100404.html?dwvar_100404_size=30ml&quantity=1,26,26.1
rdn-ascorbyl-glucoside-solution-12pct-30ml,Ascorbyl Glucoside Solution 12%,100405,7.70E+11,in stock,A vitamin C serum that brightens.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa7b3cba4/Images/products/The%20Ordinary/rdn-ascorbyl-glucoside-solution-12pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbyl-glucoside-solution-12-vitamin-c-100405.html?dwvar_100405_size=30ml&quantity=1,The Ordinary,14.30 USD,14.30 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa7b3cba4/Images/products/The%20Ordinary/rdn-ascorbyl-glucoside-solution-12pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbyl-glucoside-solution-12-vitamin-c-100405.html?dwvar_100405_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa7b3cba4/Images/products/The%20Ordinary/rdn-ascorbyl-glucoside-solution-12pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbyl-glucoside-solution-12-vitamin-c-100405.html?dwvar_100405_size=30ml&quantity=1,27,27.1
rdn-ascorbyl-tetraisopalmitate-solution-20pct-in-vitamin-f-30ml,Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F,100406,7.70E+11,in stock,A vitamin C oil that hydrates and brightens.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw64246855/Images/products/The%20Ordinary/rdn-ascorbyl-tetraisopalmitate-solution-20pct-in-vitamin-f-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbyl-tetraisopalmitate-solution-20-in-vitamin-f-vitamin-c-100406.html?dwvar_100406_size=30ml&quantity=1,The Ordinary,19.80 USD,19.80 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw64246855/Images/products/The%20Ordinary/rdn-ascorbyl-tetraisopalmitate-solution-20pct-in-vitamin-f-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbyl-tetraisopalmitate-solution-20-in-vitamin-f-vitamin-c-100406.html?dwvar_100406_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw64246855/Images/products/The%20Ordinary/rdn-ascorbyl-tetraisopalmitate-solution-20pct-in-vitamin-f-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/ascorbyl-tetraisopalmitate-solution-20-in-vitamin-f-vitamin-c-100406.html?dwvar_100406_size=30ml&quantity=1,28,28.1
rdn-azelaic-acid-suspension-10pct-100ml,Azelaic Acid Suspension 10%,100407,7.70E+11,in stock,A formula for uneven and blemish-prone skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwabeb2189/Images/products/The%20Ordinary/rdn-azelaic-acid-suspension-10pct-100ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/azelaic-acid-suspension-10-exfoliator-100407.html?dwvar_100407_size=100ml&quantity=1,The Ordinary,27.80 USD,27.80 USD,2915,100ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwabeb2189/Images/products/The%20Ordinary/rdn-azelaic-acid-suspension-10pct-100ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/azelaic-acid-suspension-10-exfoliator-100407.html?dwvar_100407_size=100ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwabeb2189/Images/products/The%20Ordinary/rdn-azelaic-acid-suspension-10pct-100ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/azelaic-acid-suspension-10-exfoliator-100407.html?dwvar_100407_size=100ml&quantity=1,29,29.1
rdn-azelaic-acid-suspension-10pct-30ml,Azelaic Acid Suspension 10%,100407,7.70E+11,in stock,A formula for uneven and blemish-prone skin.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw2ee646bf/Images/products/The%20Ordinary/rdn-azelaic-acid-suspension-10pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/azelaic-acid-suspension-10-exfoliator-100407.html?dwvar_100407_size=30ml&quantity=1,The Ordinary,11.10 USD,11.10 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw2ee646bf/Images/products/The%20Ordinary/rdn-azelaic-acid-suspension-10pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/azelaic-acid-suspension-10-exfoliator-100407.html?dwvar_100407_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw2ee646bf/Images/products/The%20Ordinary/rdn-azelaic-acid-suspension-10pct-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/azelaic-acid-suspension-10-exfoliator-100407.html?dwvar_100407_size=30ml&quantity=1,30,30.1
rdn-b-oil-30ml,B Oil,100408,7.70E+11,in stock,A hydrating oil with a blend of benefits.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw54493c83/Images/products/The%20Ordinary/rdn-b-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/b-oil-face-oil-100408.html?dwvar_100408_size=30ml&quantity=1,The Ordinary,11.10 USD,11.10 USD,2915,30ml,Face Oils,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw54493c83/Images/products/The%20Ordinary/rdn-b-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/b-oil-face-oil-100408.html?dwvar_100408_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw54493c83/Images/products/The%20Ordinary/rdn-b-oil-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/b-oil-face-oil-100408.html?dwvar_100408_size=30ml&quantity=1,31,31.1
rdn-behentrimonium-chloride-2pct-conditioner-240ml,Behentrimonium Chloride 2% Conditioner,100409,7.70E+11,in stock,"A lightweight, fragrance-free conditioning formula.",new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7e4d4285/Images/products/The%20Ordinary/rdn-behentrimonium-chloride-2pct-conditioner-240ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/behentrimonium-chloride-2-conditioner-100409.html?dwvar_100409_size=240ml&quantity=1,The Ordinary,8.90 USD,8.90 USD,2915,240ml,Conditioner,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7e4d4285/Images/products/The%20Ordinary/rdn-behentrimonium-chloride-2pct-conditioner-240ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/behentrimonium-chloride-2-conditioner-100409.html?dwvar_100409_size=240ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw7e4d4285/Images/products/The%20Ordinary/rdn-behentrimonium-chloride-2pct-conditioner-240ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/behentrimonium-chloride-2-conditioner-100409.html?dwvar_100409_size=240ml&quantity=1,32,32.1
rdn-buffet-copper-peptides-1pct-30ml,Buffet + Copper Peptides 1%,100411,7.70E+11,in stock,An advanced age-supporting serum with additional antioxidant support.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwed8a5585/Images/products/The%20Ordinary/rdn-buffet-copper-bottle-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/buffet-copper-peptides-1-serum-100411.html?dwvar_100411_size=30ml&quantity=1,The Ordinary,30.90 USD,30.90 USD,2915,30ml,Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwed8a5585/Images/products/The%20Ordinary/rdn-buffet-copper-bottle-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/buffet-copper-peptides-1-serum-100411.html?dwvar_100411_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwed8a5585/Images/products/The%20Ordinary/rdn-buffet-copper-bottle-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/buffet-copper-peptides-1-serum-100411.html?dwvar_100411_size=30ml&quantity=1,33,33.1
rdn-caffeine-solution-5pct-egcg-30ml,Caffeine Solution 5% + EGCG,100412,7.70E+11,in stock,A depuffing solution for tired eyes.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbdf2d919/Images/products/The%20Ordinary/rdn-caffeine-solution-5pct-egcg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/caffeine-solution-5-egcg-eye-serum-100412.html?dwvar_100412_size=30ml&quantity=1,The Ordinary,8.90 USD,8.90 USD,2915,30ml,Eye Serums,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbdf2d919/Images/products/The%20Ordinary/rdn-caffeine-solution-5pct-egcg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/caffeine-solution-5-egcg-eye-serum-100412.html?dwvar_100412_size=30ml&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwbdf2d919/Images/products/The%20Ordinary/rdn-caffeine-solution-5pct-egcg-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/caffeine-solution-5-egcg-eye-serum-100412.html?dwvar_100412_size=30ml&quantity=1,34,34.1
rdn-coverage-foundation-10-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw196b62d1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.0 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw196b62d1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw196b62d1/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20N&quantity=1,35,35.1
rdn-coverage-foundation-10-ns-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa8897c5c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-ns-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20NS&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.0 NS,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa8897c5c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-ns-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20NS&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwa8897c5c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-ns-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20NS&quantity=1,36,36.1
rdn-coverage-foundation-10-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc742686f/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.0 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc742686f/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwc742686f/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-10-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.0%20P&quantity=1,37,37.1
rdn-coverage-foundation-11-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdabaa093/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-11-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.1%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.1 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdabaa093/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-11-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.1%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dwdabaa093/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-11-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.1%20N&quantity=1,38,38.1
rdn-coverage-foundation-11-p-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw8a198f8c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-11-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.1%20P&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.1 P,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw8a198f8c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-11-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.1%20P&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw8a198f8c/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-11-p-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.1%20P&quantity=1,39,39.1
rdn-coverage-foundation-12-n-30ml,Coverage Foundation,100414,7.70E+11,out of stock,A full-coverage foundation with a natural finish.,new,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw801e390e/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20N&quantity=1,The Ordinary,8.00 USD,8.00 USD,2915,30ml 1.2 N,Foundation,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw801e390e/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20N&quantity=1,https://theordinary.com/dw/image/v2/BFKJ_PRD/on/demandware.static/-/Sites-deciem-master/default/dw801e390e/Images/products/The%20Ordinary/Colours/rdn-coverage-foundation-12-n-30ml.png?sw=800&sh=800&sm=fit&bgcolor=ffffff,https://theordinary.com/en-us/coverage-foundation-100414.html?dwvar_100414_size=30ml&dwvar_100414_color=1.2%20N&quantity=1,40,40.1
